OBJECTID,lon,lat,StaType,DateModif,StnType,ZipCode,State,City,Address2,Address1,Name,Code,StationName,StationFacilityName,StationAliases,x,y
773,-105.921959,35.799738,Curbside Bus Stop only (no shelter),2017-11-06T07:05:48,BUS,87506,NM,Santa Fe, ,198 State Road 592,Four Seasons Area,SAE,"Santa Fe, NM",Four Seasons Area, ,-105.921968921838,35.7997437928476
774,-105.946599,35.684265,Station Building (with waiting room),2018-09-27T07:05:01,BUS,87501,NM,Santa Fe, ,410 South Guadalupe Street,Central Area,SAF,"Santa Fe, NM",Central Area, ,-105.946608916869,35.6842707742705
775,-80.466323,35.667496,Station Building (with waiting room),2017-11-06T07:05:48,TRAIN,28144,NC,Salisbury, ,215 Depot Street, ,SAL,"Salisbury, NC", , ,-80.4663261533824,35.6675029886894
776,-117.169576,32.716169,Station Building (with waiting room),2017-11-06T07:05:48,TRAIN,92101,CA,San Diego, ,1050 Kettner Boulevard,Santa Fe Depot,SAN,"San Diego, CA",Santa Fe Depot, ,-117.169587902823,32.7161737605631
777,-70.449139,43.496191,Station Building (with waiting room),2018-09-14T07:04:55,TRAIN,04072,ME,Saco, ,138 Main Street, ,SAO,"Saco, ME", , ,-70.4491394563033,43.496199905342
778,-119.06906,34.346197,Curbside Bus Stop only (no shelter),2018-09-29T07:04:46,BUS,93060,CA,Santa Paula, ,327 South Palm Avenue, ,SAP,"Santa Paula, CA", , ,-119.069072348837,34.3462018404636
779,-73.810027,43.08281,Station Building (with waiting room),2017-11-06T07:05:48,TRAIN,12866,NY,Saratoga Springs, ,26 Station Lane, ,SAR,"Saratoga Springs, NY", , ,-73.8100285381154,43.0828187144721
780,-98.478143,29.41935,Station Building (with waiting room),2017-11-06T07:05:48,TRAIN,78205,TX,San Antonio, ,350 Hoefgen Street, ,SAS,"San Antonio, TX", , ,-98.4781507683864,29.419355022787
781,-120.416455,34.951608,Curbside Bus Stop only (no shelter),2018-09-29T07:04:46,BUS,93455,CA,Santa Maria, ,205 South Nicholson Avenue, ,SAT,"Santa Maria, CA", ,"guadalupe,Allan Hancock College",-120.416467618355,34.9516128226835
782,-81.148264,32.083412,Station Building (with waiting room),2017-11-06T07:05:49,TRAIN,31401,GA,Savannah, ,2611 Seaboard Coastline Drive, ,SAV,"Savannah, GA", , ,-81.1482671778969,32.0834181788891
783,-122.27625,45.400668,Curbside Bus Stop only (no shelter),2021-05-21T07:03:59,BUS,97055,OR,Sandy, ,37601 Highway 26, ,SAY,"Sandy, OR", , ,-122.276264394505,45.4006734988262
784,-119.692785,34.413718,Station Building (with waiting room),2019-02-14T07:03:26,TRAIN,93101,CA,Santa Barbara, ,209 State Street,Amtrak Station,SBA,"Santa Barbara, CA",Amtrak Station, ,-119.692797455781,34.4137228114316
785,-81.434202,27.496632,Platform with Shelter,2024-11-13T07:07:58,TRAIN,33870,FL,Sebring, ,601 East Center Avenue, ,SBG,"Sebring, FL", , ,-81.4342050911336,27.496637087567
786,-70.883909,42.891524,Station Building (with waiting room),2020-12-02T07:04:21,BUS,03874,NH,Seabrook, ,13 Batchelder Road, ,SBK,"Seabrook, NH", , ,-70.8839095639916,42.8915327792264
787,-119.848296,34.414945,Curbside Bus Stop only (no shelter),2018-02-18T07:04:27,BUS,93106,CA,Santa Barbara, ,552 University Road,"Univ of California, Snta Barbara",SBU,"Santa Barbara, CA","Univ of California, Snta Barbara", ,-119.84830848064,34.4149498022412
788,-111.856649,48.506748,Station Building (with waiting room),2017-11-06T07:05:49,TRAIN,59474,MT,Shelby, ,230 West Central Avenue, ,SBY,"Shelby, MT", , ,-111.856662124189,48.5067547943533
789,-79.256017,43.147829,Station Building (with waiting room),2017-11-06T07:05:49,TRAIN,L2S 2K3,ON,St. Catharines, ,5 Great Western St., ,SCA,"St. Catharines, ON", ,"St Catharines,Saint Catharines,Sainte Catharines,Catharines",-79.2560203000238,43.1478375013569
790,-121.936576,37.353219,Platform with Shelter,2019-02-14T07:03:26,TRAIN,95050,CA,Santa Clara, ,1001 Railroad Avenue,Transit Center,SCC,"Santa Clara, CA",Transit Center, ,-121.936589094784,37.3532239439256
791,-94.149093,45.567748,Station Building (with waiting room),2017-11-06T07:05:49,TRAIN,56304,MN,St. Cloud, ,555 East Saint Germain Street, ,SCD,"St. Cloud, MN", ,"St Cloud,Saint Cloud,Cloud",-94.1491010865573,45.5677560152891
792,-90.815246,29.746678,Platform only (no shelter),2018-09-14T07:04:55,TRAIN,70395,LA,Schriever, ,145 Burlington Court, ,SCH,"Schriever, LA", , ,-90.8152518050403,29.7466833447732
793,-121.495175,38.576137,Curbside Bus Stop only (no shelter),2019-02-14T07:03:27,BUS,95814,CA,Sacramento, ,1389 10th Street,State Capitol (discharge-only),SCS,"Sacramento, CA",State Capitol (discharge-only), ,-121.495188170742,38.5761420797737
794,-122.025034,36.974484,Curbside Bus Stop only (no shelter),2024-06-30T07:05:42,BUS,95060,CA,Santa Cruz, ,700 Front Street, ,SCZ,"Santa Cruz, CA", , ,-122.025047065889,36.974488905034
795,-89.782565,30.278372,Station Building (with waiting room),2017-11-06T07:05:50,TRAIN,70458,LA,Slidell, ,1827 Front Street, ,SDL,"Slidell, LA", , ,-89.7825705478695,30.2783774941296
796,-73.942892,42.814724,Station Building (with waiting room),2018-11-06T07:03:25,TRAIN,12305,NY,Schenectady, ,332 Erie Boulevard, ,SDY,"Schenectady, NY", , ,-73.9428935628708,42.8147326593492
797,-122.330161,47.598445,Station Building (with waiting room),2018-11-06T07:03:25,TRAIN,98104,WA,Seattle, ,303 South Jackson Street,King Street Station,SEA,"Seattle, WA",King Street Station,King Street,-122.33017589156,47.598450616192
798,-93.228706,38.711604,Station Building (with waiting room),2017-11-06T07:05:50,TRAIN,65301,MO,Sedalia, ,Pacific Street and North Osage Avenue, ,SED,"Sedalia, MO", , ,-93.228713033487,38.7116109934735
799,-121.843842,36.619362,Curbside Bus Stop only (no shelter),2018-09-26T07:04:55,BUS,93955,CA,Sand City, ,949 Playa Avenue, ,SES,"Seaside-Sand City, CA", ,Sand City,-121.843855000993,36.6193668866878
800,-81.291274,28.808544,Station Building (with waiting room),2017-11-06T07:05:50,TRAIN,32771,FL,Sanford, ,600 South Persimmon Avenue,Auto Train Station,SFA,"Sanford, FL",Auto Train Station,"Orlando,Disney",-81.2912770918532,28.8085494094011
801,-122.396705,37.790335,Curbside Bus Stop only (no shelter),2024-01-26T07:00:00,BUS,94105,CA,San Francisco, ,401 Mission Street, ,SFC,"San Francisco, CA", , ,-122.396718213548,37.7903399468761
802,-83.933429,43.434928,Station Building (with waiting room),2018-09-27T07:05:02,BUS,48607,MI,Saginaw, ,511 Johnson Street, ,SGW,"Saginaw, MI", , ,-83.9334337914935,43.4349363207294
803,-87.714028,43.74992,Curbside Bus Stop only (no shelter),2018-09-28T07:04:45,BUS,53081,WI,Sheboygan, ,830 Pennsylvania Avenue, ,SHB,"Sheboygan, WI", , ,-87.7140339730156,43.7499281612166
804,-93.756673,32.499717,Station Building (with waiting room),2019-02-14T07:03:27,BUS,71101,LA,Shreveport, ,1237 Murphy Street,SporTran Intermodal Terminal,SHR,"Shreveport, LA",SporTran Intermodal Terminal, ,-93.756679722709,32.4997228100508
805,-88.615339,44.753147,Curbside Bus Stop only (no shelter),2018-09-28T07:04:45,BUS,54166,WI,Shawano, ,N4543 State Highway 22, ,SHW,"Shawano, WI", , ,-88.6153453604916,44.7531552661639
806,-118.695163,34.270204,Platform only (no shelter),2018-09-14T07:04:56,TRAIN,93063,CA,Simi Valley, ,5050 Los Angeles Avenue, ,SIM,"Simi Valley, CA", , ,-118.695175280108,34.2702088542849
807,-121.902388,37.329933,Station Building (with waiting room),2018-09-14T07:04:56,TRAIN,95110,CA,San Jose, ,65 Cahill Street,Diridon Station,SJC,"San Jose, CA",Diridon Station,Diridon,-121.90240108716,37.3299379438641
808,-86.484484,42.10908,Station Building (with waiting room),2017-11-06T07:05:52,TRAIN,49085,MI,St. Joseph, ,410 1/2 Vine Street, ,SJM,"St. Joseph-Benton Harbor, MI", ,"St Joseph,Saint Joseph,Joseph,Benton Harbor",-86.4844894330197,42.1090879563782
809,-76.820489,40.84826,Curbside Bus Stop only (no shelter),2018-07-19T07:04:42,BUS,17876,PA,Shamokin Dam, ,3155 North Susquehanna Trail, ,SKD,"Shamokin Dam, PA", , ,-76.8204913529548,40.8482681784139
810,-121.361738,47.711229,Curbside Bus Stop only (no shelter),2019-02-14T07:03:27,BUS,98288,WA,Skykomish, ,147 5th Street North,Sky gas station,SKE,"Skykomish - Eastbound, WA",Sky gas station, ,-121.361752760697,47.7112347287144
811,-121.285632,37.945468,Station Building (with waiting room),2019-02-14T07:03:28,TRAIN,95203,CA,Stockton, ,735 South San Joaquin Street,San Joaquin Street Station,SKN,"Stockton, CA",San Joaquin Street Station, ,-121.285645062579,37.9454730418666
812,-121.279,37.957038,Platform with Shelter,2019-02-14T07:03:28,TRAIN,95202,CA,Stockton, ,949 East Channel St.,Robert J. Cabral Station,SKT,"Stockton, CA",Robert J. Cabral Station, ,-121.279013062246,37.9570430429568
813,-121.360091,47.711903,Curbside Bus Stop only (no shelter),2019-02-14T07:03:28,BUS,98288,WA,Skykomish, ,90000 NE Stevens Pass Highway,Big Bear Rest Stop restaurant,SKW,"Skykomish - Westbound, WA",Big Bear Rest Stop restaurant, ,-121.360105760709,47.711908728848
814,-82.717866,41.440671,Station Building (with waiting room),2018-09-14T07:04:56,TRAIN,44870,OH,Sandusky, ,1200 North Depot Street, ,SKY,"Sandusky, OH", , ,-82.7178702335242,41.4406790315892
815,-111.90851,40.76304,Station Building (with waiting room),2022-07-28T07:04:24,BUS,84101,UT,Salt Lake City, ,300 South 600 West, ,SLB,"Salt Lake City, UT", , ,-111.908521739777,40.7630460359991
816,-111.908349,40.761661,Station Building (with waiting room),2018-11-06T07:03:26,TRAIN,84101,UT,Salt Lake City, ,340 South 600 West,Amtrak Station,SLC,"Salt Lake City, UT",Amtrak Station, ,-111.908360739221,40.7616670359384
817,-105.9945,38.525047,Curbside Bus Stop only (no shelter),2018-09-26T07:04:56,BUS,81201,CO,Salida, ,54 Jones Avenue, ,SLD,"Salida, CO", , ,-105.994510202278,38.5250531822527
818,-123.034365,44.938188,Curbside Bus Stop only (no shelter),2020-07-10T07:05:08,BUS,97304,OR,Salem, ,1455 Edgewater St,Bus Stop,SLE,"Salem, OR",Bus Stop, ,-123.034379418196,44.9381933946772
819,-119.942288,38.95779,Curbside Bus Stop only (no shelter),2021-06-30T07:04:08,BUS,96150,CA,South Lake Tahoe, ,4114 Lake Tahoe Blvd,Stateline Transit Center,SLH,"South Lake Tahoe, CA",Stateline Transit Center,"Lake Tahoe,Tahoe",-119.942300971312,38.9577952307093
820,-123.028331,44.932331,Station Building (with waiting room),2022-07-15T07:04:18,TRAIN,97301,OR,Salem, ,500 13th Street SE,Amtrak Station,SLM,"Salem, OR",Amtrak Station, ,-123.028345416466,44.9323363950366
821,-120.654701,35.276434,Station Building (with waiting room),2019-02-14T07:03:28,TRAIN,93401,CA,San Luis Obispo, ,1011 Railroad Avenue,Amtrak Station,SLO,"San Luis Obispo, CA",Amtrak Station,Cuesta College,-120.654713684799,35.2764388394189
822,-120.655671,35.298857,Curbside Bus Stop only (no shelter),2018-12-07T07:03:19,BUS,93405,CA,San Luis Obispo, ,1 Grand Avenue,Cal Poly,SLP,"San Luis Obispo, CA",Cal Poly,Cuesta College,-120.655683687439,35.298861841891
823,-73.507287,45.498896,Station Building (with waiting room),2017-11-06T07:05:53,TRAIN,J4P 2G5,QC,St-Lambert, ,329 avenue St-Denis, ,SLQ,"St-Lambert, QC", ,"St Lambert,St. Lambert,Saint Lambert,Lambert,Quebec",-73.507288613958,45.4989051561173
824,-75.605898,38.361983,Curbside Bus Stop only (no shelter),2019-02-14T07:03:28,BUS,21801,MD,Salisbury, ,547E Riverside Drive,BayRunner Shuttle Office,SLS,"Salisbury, MD",BayRunner Shuttle Office, ,-75.6058998170387,38.361990727731
825,-120.004765,38.913065,Curbside Bus Stop only (no shelter),2021-06-30T07:04:08,BUS,96151,CA,South Lake Tahoe, ,1000 Emerald Bay Road,South Y Transit Center,SLT,"South Lake Tahoe, CA",South Y Transit Center,"Lake Tahoe,Tahoe",-120.004777976466,38.913070222339
826,-120.14058,34.595913,Curbside Bus Stop only (no shelter),2018-09-26T07:04:57,BUS,93463,CA,Solvang, ,1630 Mission Drive, ,SLV,"Solvang, CA", , ,-120.1405925431,34.5959178037743
827,-97.941049,29.876571,Platform with Shelter,2018-09-14T07:04:56,TRAIN,78666,TX,San Marcos, ,338 South Guadalupe Street, ,SMC,"San Marcos, TX", , ,-97.9410566568886,29.8765761319357
828,-89.306176,43.047761,Curbside Bus Stop only (no shelter),2019-02-14T07:03:28,BUS,53716,WI,Madison, ,4547 East Broadway Avenue,Dutch Mill Park and Ride,SMD,"Madison, WI",Dutch Mill Park and Ride, ,-89.3061823653321,43.04776895222
829,-84.371705,46.463461,Curbside Bus Stop only (no shelter),2018-09-27T07:05:02,BUS,49783,MI,Sault Sainte Marie, ,4001 I-75 Business Spur, ,SMI,"Sault Sainte Marie, MI", , ,-84.3717102635859,46.4634697886474
830,-118.494637,34.012692,Curbside Bus Stop only (no shelter),2021-09-23T07:04:23,BUS,90401,CA,Santa Monica, ,1530 2nd Street, ,SMN,"Santa Monica Pier, CA", , ,-118.494649226306,34.012696837191
831,-124.203781,41.957498,Curbside Bus Stop only (no shelter),2018-09-26T07:04:57,BUS,95567,CA,Smith River, ,13450 US Highway 101 North, ,SMR,"Smith River, CA", , ,-124.20379505397,41.9575031021659
832,-87.809742,41.794912,Platform with Shelter,2017-11-06T07:05:54,TRAIN,60501,IL,Summit, ,Archer Avenue and South Center Avenue, ,SMT,"Summit, IL", , ,-87.8097477947738,41.7949198296625
833,-117.856607,33.751629,Station Building (with waiting room),2018-09-14T07:04:56,TRAIN,92701,CA,Santa Ana, ,1000 East Santa Ana Boulevard, ,SNA,"Santa Ana, CA", , ,-117.856619097945,33.7516338437064
834,-117.310659,34.104112,Station Building (with waiting room),2018-09-29T07:04:47,TRAIN,92410,CA,San Bernardino, ,1170 West Third Street, ,SNB,"San Bernardino, CA", , ,-117.310671032903,34.1041169147871
835,-117.663813,33.501318,Station Building (with waiting room),2017-11-06T07:05:54,TRAIN,92675,CA,San Juan Capistrano, ,26701 Verdugo Street, ,SNC,"San Juan Capistrano, CA", , ,-117.663825045016,33.5013228260149
836,-102.398746,30.139951,Platform only (no shelter),2021-01-22T07:04:20,TRAIN,79848,TX,Sanderson, ,201 West Downie Street, ,SND,"Sanderson, TX", , ,-102.3987547407,30.139956020273
837,-117.619733,33.419645,Platform only (no shelter),2018-09-14T07:04:56,TRAIN,92672,CA,San Clemente, ,615 Avenida Victoria, ,SNP,"San Clemente Pier, CA", , ,-117.619745032028,33.419649819381
838,-121.656653,36.676416,Curbside Bus Stop only (no shelter),2019-02-14T07:03:29,BUS,93901,CA,Salinas, ,110 Salinas Street,Transit Center,SNR,"Salinas, CA",Transit Center, ,-121.656665978195,36.6764209044118
839,-121.656745,36.679145,Station Building (with waiting room),2019-02-14T07:03:29,TRAIN,93901,CA,Salinas, ,11 Station Place,Amtrak Station,SNS,"Salinas, CA",Amtrak Station, ,-121.656757979154,36.6791499044909
840,-90.938352,44.949813,Curbside Bus Stop only (no shelter),2018-09-28T07:04:46,BUS,54768,WI,Stanley, ,604 South Broadway Street, ,SNY,"Stanley, WI", , ,-90.9383590740579,44.9498211474212
841,-86.287345,41.67836,Station Building (with waiting room),2018-09-14T07:04:57,TRAIN,46628,IN,South Bend, ,2702 West Washington Street, ,SOB,"South Bend, IN", , ,-86.2873503323679,41.6783678919768
842,-117.271135,32.992937,Platform only (no shelter),2024-06-08T07:05:50,TRAIN,92075,CA,Solana Beach, ,105 North Cedros Avenue, ,SOL,"Solana Beach, CA", , ,-117.271146939964,32.9929417882088
843,-79.390303,35.175069,Station Building (with waiting room),2017-11-06T07:05:55,TRAIN,28387,NC,Southern Pines, ,235 Northwest Broad Street, ,SOP,"Southern Pines, NC", , ,-79.3903058037884,35.17507592187
844,-123.61498,42.280246,Curbside Bus Stop only (no shelter),2019-06-25T07:03:28,BUS,97538,OR,Selma, ,110 Deer Creek Road, ,SOR,"Selma, OR", , ,-123.614994021617,42.2802511757228
845,-90.818639,43.923258,Platform only (no shelter),2022-03-16T07:04:12,BUS,54656,WI,Sparta, ,711 Avon Road, ,SPA,"Sparta, WI", , ,-90.8186459087799,43.9232659979871
846,-81.936917,34.953736,Station Building (with waiting room),2017-11-06T07:05:55,TRAIN,29303,SC,Spartanburg, ,290 Magnolia Street, ,SPB,"Spartanburg, SC", , ,-81.9369205518423,34.9537427830172
847,-118.274928,33.74899,Curbside Bus Stop only (no shelter),2019-02-14T07:03:29,BUS,90731,CA,San Pedro, ,Berth 95,Catalina Express Terminal,SPD,"San Pedro, CA",Catalina Express Terminal,long beach,-118.27494016794,33.7489948208454
848,-72.592905,42.105987,Station Building (with waiting room),2018-06-19T07:04:15,TRAIN,01103,MA,Springfield, ,55 Frank B. Murray Street, ,SPG,"Springfield, MA", , ,-72.5929060770398,42.1059955745634
849,-89.651384,39.802323,Station Building (with waiting room),2017-11-06T07:05:56,TRAIN,62701,IL,Springfield, ,100 North Third Street, ,SPI,"Springfield, IL", , ,-89.6513901373598,39.8023303810444
850,-117.415455,47.65672,Station Building (with waiting room),2019-02-14T07:03:29,TRAIN,99201,WA,Spokane, ,221 West 1st Avenue,Amtrak Station,SPK,"Spokane, WA",Amtrak Station, ,-117.415469050904,47.6567261495359
851,-94.795331,46.354601,Station Building (with waiting room),2018-09-14T07:04:57,TRAIN,56479,MN,Staples, ,First Avenue N.E. and Fourth Street N.E., ,SPL,"Staples, MN", , ,-94.795339389368,46.3546090770579
852,-82.963751,38.721281,Platform with Shelter,2023-09-28T07:00:00,TRAIN,41175,KY,South Shore, ,Depot Drive & US 23, ,SPM,"South Shore-South Portsmouth, KY", ,"Portsmouth,South Portsmouth",-82.9637550943419,38.7212885084176
853,-118.292499,33.735694,Curbside Bus Stop only (no shelter),2019-02-14T07:03:29,BUS,90731,CA,San Pedro, ,931 South Gaffey Street,Public Library,SPO,"San Pedro, CA",Public Library,long beach,-118.292511169982,33.7356988182029
854,-116.545583,48.276234,Platform with Shelter,2024-09-15T07:00:00,TRAIN,83864,ID,Sandpoint, ,450 Railroad Depot Rd, ,SPT,"Sandpoint, ID", , ,-116.545597031997,48.2762402849076
855,-119.762225,39.534779,Curbside Bus Stop only (no shelter),2024-03-16T07:07:04,BUS,89431,NV,Sparks, ,1421 Victorian Avenue, ,SPX,"Sparks, NV", , ,-119.762238016863,39.5347842957592
856,-123.116397,48.079204,Curbside Bus Stop only (no shelter),2024-04-03T07:07:46,BUS,98382,WA,Sequim, ,609 West Washington Street, ,SQM,"Sequim, WA", , ,-123.116412133536,48.0792095535404
857,-82.456626,27.337166,Curbside Bus Stop only (no shelter),2018-09-26T07:04:57,BUS,34232,FL,Sarasota, ,5600 Fruitville Road, ,SRA,"Sarasota, FL", , ,-82.4566293816953,27.3371710241975
858,-122.732483,38.457123,Curbside Bus Stop only (no shelter),2023-08-06T07:00:00,BUS,95401,CA,Santa Rosa, ,2012 Range Avenue, ,SRC,"Santa Rosa, CA", , ,-122.732496343089,38.4571279761671
859,-75.671028,41.41019,Station Building (with waiting room),2018-07-19T07:04:42,BUS,18503,PA,Scranton, ,30 Lackawanna Avenue, ,SRN,"Scranton, PA", , ,-75.6710300260284,41.4101983302398
860,-68.909658,44.460756,Curbside Bus Stop only (no shelter),2018-09-26T07:04:58,BUS,04974,ME,Searsport, ,161 East Main Street, ,SRT,"Searsport, ME", , ,-68.9096579973174,44.4607651287142
861,-123.915788,46.001637,Curbside Bus Stop only (no shelter),2019-02-14T07:03:29,BUS,97138,OR,Seaside, ,1100 12th Avenue,Seaside Cinema,SSD,"Seaside, OR",Seaside Cinema, ,-123.91580277273,46.0016423624722
862,-76.862247,40.798142,Curbside Bus Stop only (no shelter),2018-07-19T07:04:42,BUS,17870,PA,Selinsgrove, ,105 South Market Street, ,SSG,"Selinsgrove, PA", ,Susquehanna University,-76.8622493628673,40.7981501670793
863,-123.920961,46.000094,Curbside Bus Stop only (no shelter),2024-03-29T07:06:53,BUS,97138,OR,Seaside, ,930 North Holladay Drive,Seaside Lodge & Int'l Hostel,SSH,"Seaside, OR",Seaside Lodge & Int'l Hostel, ,-123.920975773396,46.000099361995
864,-78.280099,35.532786,Station Building (with waiting room),2017-11-06T07:05:57,TRAIN,27576,NC,Selma, ,500 East Railroad Street, ,SSM,"Selma-Smithfield, NC", ,Smithfield,-78.2801014871921,35.5327930383311
865,-121.088387,47.746634,Curbside Bus Stop only (no shelter),2018-09-29T07:04:48,BUS,98826,WA,Stevens Pass, ,US Highway 2 at Summit Parking Lot, ,SSW,"Stevens Pass, WA", , ,-121.088401723218,47.7466397605026
866,-79.071776,38.147639,Station Building (with waiting room),2017-11-06T07:05:58,TRAIN,24401,VA,Staunton, ,1 Middlebrook Avenue, ,STA,"Staunton, VA", , ,-79.0717788769464,38.1476465562568
867,-77.867734,40.792286,Station Building (with waiting room),2018-09-27T07:05:03,BUS,16801,PA,State College, ,152 North Atherton Street, ,STC,"State College, PA", ,"Penn State,Happy Valley",-77.8677366787216,40.7922941254336
868,-113.584426,37.094661,Curbside Bus Stop only (no shelter),2021-03-05T07:03:50,BUS,84770,UT,St. George, ,805 South Bluff Street, ,STG,"St. George, UT", ,"St George,Saint George,George",-113.584437632588,37.0946664922696
869,-84.721153,45.858556,Station Building (with waiting room),2018-09-27T07:05:03,BUS,49781,MI,St. Ignace, ,700 West US Hwy 2, ,STI,"St. Ignace, MI", ,"St Ignace,Saint Ignace,Ignace",-84.7211583002486,45.8585646739926
870,-90.203973,38.624195,Station Building (with waiting room),2018-09-14T07:04:57,TRAIN,63103,MO,St. Louis, ,430 South 15th Street,Gateway Station,STL,"St. Louis, MO",Gateway Station,"St Louis,Saint Louis,Louis",-90.2039791903787,38.6242021406577
871,-73.54216,41.04713,Station Building (with waiting room),2018-09-14T07:04:57,TRAIN,06902,CT,Stamford, ,Washington Blvd and South State Street, ,STM,"Stamford, CT", , ,-73.542161320187,41.0471383380395
872,-102.389379,48.319813,Station Building (with waiting room),2017-11-06T07:05:58,TRAIN,58784,ND,Stanley, ,Main Street & Railroad Avenue, ,STN,"Stanley, ND", , ,-102.389389814643,48.3198206918447
873,-121.562472,44.297476,Curbside Bus Stop only (no shelter),2023-04-03T11:48:08,BUS,97759,OR,Sisters, ,1001 West Rail Way, ,STO,"Sisters, OR", , ,-121.56248606392,44.297481501018
874,-82.644428,27.843029,Curbside Bus Stop only (no shelter),2021-11-25T07:04:16,BUS,33702,FL,St. Petersburg, ,793 77th Avenue N, ,STP,"St. Petersburg, FL", ,"St Petersburg,Saint Petersburg,Petersburg,Clearwater,Pinellas Park,Pinella's Park,Pinelas Park,Pinelas Park",-82.6444314516744,27.8430341419882
875,-72.922086,41.305253,Station Building (with waiting room),2023-02-09T07:07:25,TRAIN,06519,CT,New Haven, ,259 State Street,State Street Station,STS,"New Haven, CT",State Street Station, ,-72.9220871354408,41.3052614090689
876,-122.349935,48.242638,Platform only (no shelter),2017-11-06T07:05:59,TRAIN,98292,WA,Stanwood, ,27111 Florence Way, ,STW,"Stanwood, WA", , ,-122.34995005226,48.2426436475985
877,-122.041099,38.243401,Station Building (with waiting room),2017-11-06T07:05:59,TRAIN,94585,CA,Suisun City, ,177 Main Street, ,SUI,"Suisun-Fairfield, CA", ,Fairfield,-122.041112213935,38.2434060106104
878,-121.446097,43.873858,Curbside Bus Stop only (no shelter),2018-09-27T07:05:04,BUS,97707,OR,Sunriver, ,56896 Venture Lane, ,SUN,"Sunriver, OR", , ,-121.446110966373,43.8738634841425
879,-76.784925,40.875225,Curbside Bus Stop only (no shelter),2018-07-19T07:04:42,BUS,17801,PA,Sunbury, ,1167 N. 4th Street, ,SUR,"Sunbury, PA", , ,-76.7849273437073,40.8752331848337
880,-117.189812,33.710967,Curbside Bus Stop only (no shelter),2018-09-26T07:04:58,BUS,92586,CA,Sun City-Menifee, ,26938 Cherry Hills Blvd., ,SUT,"Sun City-Menifee, CA", ,Menifee,-117.189823980836,33.7109718757823
881,-122.353001,47.613623,Station Building (with waiting room),2019-04-13T07:03:20,BUS,98121,WA,Seattle, ,2701 Alaskan Way,Clipper Vacations Ferry Terminal,SVF,"Seattle, WA",Clipper Vacations Ferry Terminal, ,-122.353015899018,47.6136286149318
882,-89.575535,44.533158,Curbside Bus Stop only (no shelter),2019-02-14T07:03:30,BUS,54481,WI,Stevens Point, ,200 Division Street,Olympia Family Restaurant,SVP,"Stevens Point, WI",Olympia Family Restaurant, ,-89.5755416193704,44.5331661715157
883,-87.9063,42.718292,Station Building (with waiting room),2017-11-06T07:05:59,TRAIN,53177,WI,Sturtevant, ,9900 East Exploration Court, ,SVT,"Sturtevant, WI", , ,-87.9063059179148,42.7182999799969
884,-89.571578,44.528941,Curbside Bus Stop only (no shelter),2018-09-15T07:04:41,BUS,54481,WI,Stevens Point, ,2050 4th Avenue,University of Wisconsin,SVU,"Stevens Point, WI",University of Wisconsin, ,-89.571584617799,44.5289491715422
885,-122.027947,37.048984,Curbside Bus Stop only (no shelter),2018-09-26T07:04:58,BUS,95066,CA,Scotts Valley, ,246 Kings Village Road, ,SVY,"Scotts Valley, CA", , ,-122.027960075082,37.0489889107265
886,-77.13963,34.697075,Curbside Bus Stop only (no shelter),2020-01-09T07:03:20,BUS,28584,NC,Swansboro, ,809 West Corbett Avenue, ,SWB,"Swansboro, NC", , ,-77.1396320995287,34.6970818934991
887,-85.451237,43.578627,Curbside Bus Stop only (no shelter),2022-08-15T07:04:39,BUS,49346,MI,Stanwood, ,7520 Northland Drive, ,SWD,"Stanwood, MI", , ,-85.451242271356,43.5786352625549
888,-76.112243,43.113288,Curbside Bus Stop only (no shelter),2018-06-22T07:04:39,BUS,13212,NY,Syracuse, ,1000 Colonel Eileen Collins Blvd,Syracuse Hancock Airport,SYA,"Syracuse, NY",Syracuse Hancock Airport, ,-76.1122452889621,43.1132966304577
889,-78.822691,41.050236,Curbside Bus Stop only (no shelter),2018-07-20T07:04:39,BUS,15865,PA,Sykesville, ,14 West Main Street, ,SYK,"Sykesville, PA", , ,-78.8226939969994,41.0502441351469
890,-76.169244,43.076548,Station Building (with waiting room),2019-02-14T07:03:30,TRAIN,13208,NY,Syracuse, ,1 Walsh Circle,Regional Transportation Center,SYR,"Syracuse, NY",Regional Transportation Center, ,-76.169246304281,43.0765566217
891,-122.424745,47.240512,Curbside Bus Stop only (no shelter),2024-02-14T07:10:19,BUS,98421,WA,Tacoma, ,2499 E G Street, ,TAB,"Tacoma, Washington", , ,-122.424759822235,47.2405175868449
892,-122.428099,47.239803,Station Building (with waiting room),2021-11-20T07:04:16,TRAIN,98421,WA,Tacoma, ,422 East 25th Street,Amtrak Station,TAC,"Tacoma, WA",Amtrak Station, ,-122.428113822485,47.2398085868977
893,-97.407763,30.567667,Platform only (no shelter),2018-09-14T07:04:58,TRAIN,76574,TX,Taylor, ,118 East First Street, ,TAY,"Taylor, TX", , ,-97.4077705568808,30.5676722865155
894,-83.331542,34.578456,Station Building (with waiting room),2017-11-06T07:06:00,TRAIN,30577,GA,Toccoa, ,47 North Alexander Street, ,TCA,"Toccoa, GA", , ,-83.3315459412838,34.5784626510316
895,-87.560228,33.193165,Station Building (with waiting room),2017-11-06T07:06:00,TRAIN,35401,AL,Tuscaloosa, ,2105 Greensboro Avenue, ,TCL,"Tuscaloosa, AL", , ,-87.5602330763533,33.1931711967906
